Sentence Utterance,Action,Object
พอดีพี่จะโทรมาถามว่าเบอร์นี้ ครบกำหนดชำระแบบว่า ตัดยอดเงินถึงวันไหนค่ะ,enquire,bill
พอดีพี่จะโทรมาถามว่าเบอร์นี้ ครบกำหนดชำระแบบว่า ตัดยอดเงินถึงวันไหนค่ะ,enquire,bill
พอดีพี่จะขอเพิ่มวงเงินอีกนิดนึงค่ะ พอดีพี่จะจ่ายผ่านทางATM Sim ค่ะ มันจ่ายไม่ได้มันโดนตัดไปแล้ว มันเกินวงเงินค่ะ,enquire,credit
พอดีพี่จะสอบถาม พี่เห็นคัสโตเมอร์แคร์โทรหาพี่หลายครั้งแล้ว มีอะไรหรือเปล่าค่า,report,contact
พอดีพี่จะสอบถามเกี่ยวกับพี่จ่ายชำระเงินผิดชื่อคนหน่ะค่ะแล้วที่นี้พี่ทำการ เรียกว่าอะไรนะค่ะ ขอเงินคืนหน่ะค่ะ เป็นเวลาจะสองเดือนแล้วยังไม่ได้คืนเลยค่ะ,enquire,payment
พอดีพี่จะสอบถามเรื่องข้อมูลในการใช้บริการนิดนึง พอดีพี่ส่ง message ไปแล้วแหระ แล้วมันตอบกลับมาแล้วอะนะคะ ว่าโปรโมชันพี่ยังพอมีอะไรเหลือ แล้วมันมีห้อยท้ายว่าพี่มีส่วนเกินจากโปร 4 บาท พี่ก็เลยอยากรู้ว่ามันเป็นค่าอะไรอะจ๊ะ,enquire,bill
พอดีพี่จะสอบถามเรื่องค่าบริการของพี่คะ,enquire,balance
พอดีพี่จะสอบถามว่า เคยติดต่อไว้ให้ปิด package data เดือนที่แล้วเล่น internet แล้วก็ยกเลิก เมื่อคืนลูกพี่เปิด pakcage data ค้างไว้จะมีผลอะไรมั๊ย,enquire,service
พอดีพี่จะสอบถามว่า ชั่วโมงเน็ตของโปรโมชันพี่อะค่ะ พี่ใช้หมดมั้ย 70 ชม.ต่อเดือนอะค่ะ,enquire,package
พอดีพี่ชำระค่าบริการที่ค้างหมดแล้ว ทีนี้ว่าโทรออก โทรไม่ได้ค่ะ,report,suspend
พอดีพี่ซื้อเบอร์ซิม Inter ไปแล้ว แต่ยังไม่ได้ลงทะเบียนค่ะ ถ้าพี่อยากใช้เบอร์นี้ต่อก็ใช้ได้ใช่มั้ย,enquire,detail
พอดีพี่ซื้อโปรโมชั่นใหม่อะไรนะของณเดช 590 พี่เล่นเน็ตไม่ได้,enquire,internet
พอดีพี่ต้องการช็คเบอร์นี้ว่ายกเลิกVDO Clip อะค่ะ,cancel,service
พอดีพี่มีปัญหาเกี่ยวกับการใช้เฟสบุ๊คอ่ะค่ะ ,enquire,internet
พอดีพี่สมัครเน็ตไปแล้วมี SMS กลับมาบอกว่าไม่ได้,enquire,internet
